,location,total_sqft,bath,price,BHK
528,BTM 2nd Stage,1000.0,2.0,58.0,2
529,BTM 2nd Stage,2990.0,5.0,416.0,5
530,BTM 2nd Stage,1265.0,2.0,55.0,2
531,BTM 2nd Stage,2200.0,3.0,220.0,3
532,BTM 2nd Stage,2780.0,4.0,325.0,3
533,BTM 2nd Stage,2400.0,2.0,360.0,3
534,BTM 2nd Stage,965.0,2.0,56.0,2
535,BTM 2nd Stage,1147.0,2.0,75.0,2
536,BTM 2nd Stage,1750.0,3.0,172.0,3
537,BTM 2nd Stage,1400.0,2.0,90.0,2
538,BTM 2nd Stage,1200.0,2.0,70.0,2
539,BTM 2nd Stage,1100.0,2.0,47.0,2
540,BTM 2nd Stage,930.0,2.0,46.0,2
541,BTM 2nd Stage,1265.0,2.0,55.0,3
542,BTM 2nd Stage,2500.0,3.0,345.0,3
543,BTM Layout,1150.0,2.0,63.0,2
544,BTM Layout,3300.0,6.0,165.0,6
545,BTM Layout,1450.0,2.0,81.0,3
546,BTM Layout,1776.0,2.0,75.0,3
547,BTM Layout,1458.0,3.0,79.0,3
548,BTM Layout,935.0,2.0,51.5,2
549,BTM Layout,1020.0,2.0,46.5,2
550,BTM Layout,1600.0,3.0,112.0,3
551,BTM Layout,1300.0,2.0,75.0,3
552,BTM Layout,1540.0,2.0,78.0,3
553,BTM Layout,450.0,1.0,20.0,1
554,BTM Layout,1196.0,2.0,56.81,2
555,BTM Layout,1470.0,2.0,99.0,3
556,Babusapalaya,1358.0,2.0,43.4,3
557,Babusapalaya,1213.0,2.0,41.39,3
558,Babusapalaya,1611.0,2.0,66.0,3
559,Babusapalaya,1167.0,2.0,39.98,3
560,Babusapalaya,1675.0,3.0,75.0,3
561,Babusapalaya,1141.0,2.0,46.0,2
562,Babusapalaya,1500.0,2.0,57.0,2
563,Babusapalaya,1453.0,2.0,43.59,3
564,Babusapalaya,1050.0,2.0,45.0,2
565,Babusapalaya,1141.0,2.0,45.9,2
566,Babusapalaya,1358.0,2.0,43.1,3
567,Babusapalaya,1230.0,3.0,53.0,3
568,Babusapalaya,1105.0,2.0,40.0,2
569,Babusapalaya,1410.0,2.0,65.0,3
570,Babusapalaya,1450.0,2.0,55.99,2
571,Babusapalaya,1100.0,2.0,38.0,2
572,Babusapalaya,1213.0,2.0,36.37,3
573,Babusapalaya,1061.0,2.0,33.84,2
574,Babusapalaya,1061.0,2.0,38.95,2
575,Babusapalaya,1061.0,2.0,34.0,2
576,Babusapalaya,1245.0,2.0,58.0,2
577,Balagere,1210.0,2.0,80.9,2
578,Balagere,1210.0,2.0,72.0,2
579,Balagere,1205.0,2.0,78.5,2
580,Balagere,790.5,1.0,41.9,1
581,Balagere,1145.0,2.0,65.0,2
582,Balagere,1012.0,2.0,54.59,2
583,Balagere,1020.07,2.0,68.38,2
584,Balagere,1205.47,2.0,81.0,2
585,Balagere,1007.0,2.0,65.0,2
586,Balagere,1205.0,2.0,70.0,2
587,Balagere,1210.0,2.0,74.0,2
588,Balagere,1210.0,2.0,83.0,2
589,Balagere,675.0,1.0,45.0,1
590,Balagere,656.0,1.0,43.0,1
591,Balagere,1012.0,2.0,64.0,2
592,Balagere,1007.0,2.0,62.0,2
593,Balagere,1007.0,2.0,67.0,2
594,Balagere,1007.0,2.0,66.0,2
595,Balagere,1205.0,2.0,63.86,2
596,Balagere,1012.0,2.0,53.58,2
597,Balagere,645.0,1.0,34.18,1
598,Balagere,1007.0,2.0,53.0,2
599,Balagere,1210.0,2.0,69.0,2
600,Balagere,790.5,1.0,42.295,1
601,Balagere,1012.0,2.0,65.0,2
602,Balagere,656.0,1.0,38.77,1
603,Balagere,645.0,1.0,39.0,1
604,Balagere,645.0,1.0,41.0,1
605,Balagere,1210.0,2.0,82.0,2
606,Balagere,656.0,1.0,34.77,1
607,Balagere,1205.0,2.0,73.87,2
608,Balagere,1012.0,2.0,70.0,2
609,Balagere,1007.0,2.0,68.0,2
610,Balagere,1205.0,2.0,67.0,2
611,Balagere,1205.0,2.0,79.0,2
612,Balagere,1012.0,2.0,68.0,2
613,Banashankari,1200.0,2.0,42.0,3
614,Banashankari,1077.0,2.0,37.64,2
615,Banashankari,1470.0,2.0,88.64,3
616,Banashankari,1300.0,2.0,75.0,3
617,Banashankari,1800.0,3.0,115.0,3
618,Banashankari,1125.0,2.0,63.0,2
619,Banashankari,1340.0,2.0,53.6,3
620,Banashankari,1310.0,2.0,80.0,2
621,Banashankari,2600.0,4.0,135.0,3
622,Banashankari,1900.0,2.0,170.0,3
623,Banashankari,1260.0,2.0,75.0,2
624,Banashankari,1170.0,2.0,46.79,2
625,Banashankari,2500.0,4.0,95.0,4
626,Banashankari,1350.0,2.0,83.0,3
627,Banashankari,1425.0,3.0,49.88,3
628,Banashankari,1330.0,2.0,78.0,2
629,Banashankari,1400.0,2.0,78.0,3
630,Banashankari,1700.0,3.0,125.0,3
631,Banashankari,1020.0,2.0,40.79,2
632,Banashankari,1600.0,2.0,63.98,2
633,Banashankari,1041.0,2.0,36.44,2
634,Banashankari,2400.0,1.0,200.0,1
635,Banashankari,1390.0,2.0,86.0,2
636,Banashankari,1460.0,2.0,70.0,2
637,Banashankari,1200.0,2.0,60.0,2
638,Banashankari,1290.0,2.0,80.0,2
639,Banashankari,2582.0,5.0,250.0,3
640,Banashankari,1186.0,2.0,65.0,2
641,Banashankari,1650.0,3.0,101.0,3
642,Banashankari,1300.0,2.0,55.0,3
643,Banashankari,1181.0,2.0,75.0,2
644,Banashankari,1105.0,2.0,90.0,2
645,Banashankari,720.0,1.0,60.0,1
646,Banashankari,1040.0,2.0,45.0,2
647,Banashankari,1330.0,2.0,77.0,2
648,Banashankari,1200.0,2.0,49.0,2
649,Banashankari,1185.0,2.0,67.0,2
650,Banashankari,1000.0,2.0,50.0,2
651,Banashankari,1650.0,3.0,90.75,3
652,Banashankari,1310.0,2.0,80.43,2
653,Banashankari,600.0,1.0,27.0,2
654,Banashankari,1430.0,2.0,87.8,2
655,Banashankari,1020.0,2.0,42.83,2
656,Banashankari,1372.0,2.0,48.02,3
657,Banashankari,1540.0,3.0,80.0,3
658,Banashankari,1195.0,2.0,35.84,2
659,Banashankari,1683.0,3.0,115.0,3
660,Banashankari,1800.0,3.0,125.0,3
661,Banashankari,1175.0,2.0,41.13,2
662,Banashankari,1750.0,2.0,89.0,3
663,Banashankari,1800.0,3.0,175.0,3
664,Banashankari,1450.0,2.0,50.75,2
665,Banashankari,1770.0,3.0,108.0,3
666,Banashankari,1420.0,3.0,66.0,3
667,Banashankari,1200.0,3.0,74.52,3
668,Banashankari,1100.0,2.0,63.0,2
669,Banashankari,1426.0,3.0,85.0,3
670,Banashankari Stage II,1700.0,2.0,150.0,2
671,Banashankari Stage II,1200.0,2.0,150.0,4
672,Banashankari Stage II,1500.0,2.0,120.0,3
673,Banashankari Stage II,2400.0,3.0,510.0,5
674,Banashankari Stage II,1240.0,2.0,59.52,3
675,Banashankari Stage II,1250.0,2.0,110.0,2
676,Banashankari Stage II,1260.0,2.0,95.0,3
677,Banashankari Stage II,2400.0,2.0,300.0,3
678,Banashankari Stage II,1400.0,2.0,100.0,2
679,Banashankari Stage II,2800.0,3.0,425.0,5
680,Banashankari Stage II,3000.0,3.0,450.0,3
681,Banashankari Stage II,1200.0,2.0,198.0,3
682,Banashankari Stage II,1245.0,2.0,125.0,2
683,Banashankari Stage III,1305.0,2.0,58.7,3
684,Banashankari Stage III,1145.0,2.0,58.4,2
685,Banashankari Stage III,1650.0,3.0,118.0,3
686,Banashankari Stage III,2400.0,4.0,240.0,4
687,Banashankari Stage III,1350.0,2.0,68.0,3
688,Banashankari Stage III,2000.0,4.0,100.0,4
689,Banashankari Stage III,1305.0,2.0,59.0,3
690,Banashankari Stage III,1305.0,2.0,60.0,3
691,Banashankari Stage III,1200.0,2.0,42.0,2
692,Banashankari Stage III,1480.0,3.0,75.48,3
693,Banashankari Stage III,1304.0,2.0,111.0,2
694,Banashankari Stage III,3000.0,6.0,150.0,6
695,Banashankari Stage III,1085.0,2.0,50.0,2
696,Banashankari Stage III,1500.0,2.0,100.0,3
697,Banashankari Stage III,1350.0,1.0,145.0,1
698,Banashankari Stage III,2100.0,3.0,147.0,4
699,Banashankari Stage III,1420.0,2.0,95.0,3
700,Banashankari Stage V,1300.0,2.0,58.5,3
701,Banashankari Stage V,1305.0,2.0,49.0,3
702,Banashankari Stage V,1035.0,2.0,35.77,2
703,Banashankari Stage V,1355.0,2.0,61.0,3
704,Banashankari Stage V,1510.0,3.0,47.57,3
705,Banashankari Stage V,1650.0,3.0,51.98,3
706,Banashankari Stage V,1630.0,3.0,51.35,3
707,Banashankari Stage V,1315.0,2.0,49.0,3
708,Banashankari Stage V,1540.0,3.0,48.51,3
709,Banashankari Stage V,920.0,2.0,41.5,2
710,Banashankari Stage VI,1177.5,2.0,59.935,2
711,Banashankari Stage VI,4800.0,4.0,190.0,4
712,Banashankari Stage VI,2800.0,4.0,89.0,4
713,Banashankari Stage VI,2200.0,4.0,195.0,4
714,Banashankari Stage VI,1160.0,2.0,59.0,2
715,Banashankari Stage VI,1180.0,2.0,59.47,2
716,Banashankari Stage VI,1423.0,2.0,71.73,3
717,Banashankari Stage VI,1392.0,3.0,69.46,3
718,Banashankari Stage VI,1410.5,2.0,70.385,3
719,Banashankari Stage VI,4800.0,3.0,200.0,4
720,Banaswadi,1184.0,2.0,53.0,2
721,Banaswadi,1145.0,2.0,55.0,2
722,Banaswadi,1250.0,2.0,60.0,2
723,Banaswadi,1365.0,2.0,73.0,2
724,Banaswadi,1903.0,6.0,140.0,5
725,Banaswadi,1222.0,2.0,80.0,2
726,Banaswadi,870.0,2.0,38.0,2
727,Banaswadi,1200.0,2.0,60.0,2
728,Banaswadi,1600.0,3.0,74.5,3
729,Banaswadi,527.0,1.0,35.0,1
730,Banaswadi,1340.0,2.0,73.0,2
731,Banaswadi,1008.0,2.0,52.0,2
732,Banaswadi,1105.0,2.0,57.0,2
733,Banjara Layout,1200.0,2.0,70.0,2
734,Banjara Layout,1050.0,2.0,64.8,2
735,Banjara Layout,753.0,3.0,59.5,2
736,Banjara Layout,2500.0,4.0,140.0,3
737,Bannerghatta,3012.0,6.0,250.0,4
738,Bannerghatta,1665.0,3.0,110.0,3
739,Bannerghatta,2370.0,4.0,195.0,3
740,Bannerghatta,1100.0,2.0,66.0,2
741,Bannerghatta,2895.5,2.0,246.0,4
742,Bannerghatta,1113.0,2.0,70.0,2
743,Bannerghatta,1200.0,2.0,73.2,2
744,Bannerghatta,1070.0,2.0,87.0,2
745,Bannerghatta,1776.0,3.0,124.0,3
746,Bannerghatta,1776.0,3.0,150.0,3
747,Bannerghatta Road,500.0,1.0,18.5,1
748,Bannerghatta Road,1050.0,2.0,65.0,2
749,Bannerghatta Road,1170.0,2.0,66.0,3
750,Bannerghatta Road,595.0,1.0,33.32,1
751,Bannerghatta Road,1445.0,3.0,95.0,3
752,Bannerghatta Road,1640.0,2.0,120.0,3
753,Bannerghatta Road,1380.0,3.0,58.0,4
754,Bannerghatta Road,1460.0,2.0,90.0,3
755,Bannerghatta Road,1556.0,2.0,59.13,3
756,Bannerghatta Road,1179.0,2.0,66.02,2
757,Bannerghatta Road,1122.5,2.0,58.935,2
758,Bannerghatta Road,793.0,2.0,45.0,2
759,Bannerghatta Road,1484.0,3.0,52.5,3
760,Bannerghatta Road,1400.0,2.0,78.0,2
761,Bannerghatta Road,2700.0,5.0,158.0,5
762,Bannerghatta Road,1215.0,2.0,50.0,2
763,Bannerghatta Road,1654.0,3.0,100.0,3
764,Bannerghatta Road,1181.0,2.0,55.0,2
765,Bannerghatta Road,1460.0,2.0,72.0,3
766,Bannerghatta Road,1200.0,2.0,75.0,2
767,Bannerghatta Road,1760.0,3.0,67.0,3
768,Bannerghatta Road,595.0,1.0,31.83,1
769,Bannerghatta Road,1105.0,2.0,51.0,2
770,Bannerghatta Road,1255.0,2.0,65.26,2
771,Bannerghatta Road,1550.0,3.0,78.0,3
772,Bannerghatta Road,1550.0,3.0,82.0,3
773,Bannerghatta Road,1550.0,2.0,75.0,3
774,Bannerghatta Road,1650.0,3.0,122.0,3
775,Bannerghatta Road,912.0,2.0,55.0,2
776,Bannerghatta Road,1218.0,2.0,73.0,2
777,Bannerghatta Road,1427.0,2.0,48.51,3
778,Bannerghatta Road,1115.0,2.0,65.12,2
779,Bannerghatta Road,1344.0,2.0,42.0,3
780,Bannerghatta Road,1893.0,3.0,100.0,3
781,Bannerghatta Road,1600.0,3.0,95.0,3
782,Bannerghatta Road,1275.0,2.0,65.0,2
783,Bannerghatta Road,892.0,2.0,39.0,2
784,Bannerghatta Road,1880.0,3.0,95.0,3
785,Bannerghatta Road,1260.0,2.0,70.0,2
786,Bannerghatta Road,1788.0,3.0,90.0,3
787,Bannerghatta Road,1157.0,2.0,40.0,2
788,Bannerghatta Road,1150.0,2.0,65.0,2
789,Bannerghatta Road,10000.0,4.0,450.0,4
790,Bannerghatta Road,1100.0,2.0,39.0,2
791,Bannerghatta Road,1400.0,3.0,68.0,3
792,Bannerghatta Road,1725.0,3.0,110.0,3
793,Bannerghatta Road,1850.0,6.0,150.0,6
794,Bannerghatta Road,9000.0,4.0,390.0,3
795,Bannerghatta Road,950.0,2.0,38.0,2
796,Bannerghatta Road,1220.0,2.0,80.0,2
797,Bannerghatta Road,1130.0,2.0,78.0,2
798,Bannerghatta Road,1350.0,2.0,51.0,3
799,Bannerghatta Road,1486.0,3.0,83.22,3
800,Bannerghatta Road,1460.0,2.0,75.0,3
801,Bannerghatta Road,1015.0,2.0,48.0,2
802,Bannerghatta Road,1115.0,2.0,61.0,2
803,Bannerghatta Road,1136.0,2.0,48.0,2
804,Bannerghatta Road,2700.0,4.0,260.0,4
805,Bannerghatta Road,1200.0,2.0,69.0,3
806,Bannerghatta Road,1465.0,2.0,76.0,3
807,Bannerghatta Road,1302.5,2.0,67.73,2
808,Bannerghatta Road,1200.0,2.0,65.0,2
809,Bannerghatta Road,1240.0,2.0,65.0,2
810,Bannerghatta Road,1476.0,3.0,125.0,3
811,Bannerghatta Road,1100.0,2.0,52.0,3
812,Bannerghatta Road,1532.5,3.0,84.29,3
813,Bannerghatta Road,1465.0,2.0,45.87,3
814,Bannerghatta Road,1268.0,2.0,69.0,2
815,Bannerghatta Road,1450.0,2.0,87.0,3
816,Bannerghatta Road,2932.0,5.0,195.0,4
817,Bannerghatta Road,1450.0,3.0,44.0,3
818,Bannerghatta Road,1625.0,2.0,75.0,3
819,Bannerghatta Road,960.0,2.0,58.0,2
820,Bannerghatta Road,1750.0,3.0,130.0,3
821,Bannerghatta Road,1275.0,2.0,73.0,2
822,Bannerghatta Road,1430.0,3.0,59.0,3
823,Bannerghatta Road,1240.0,2.0,71.0,2
824,Bannerghatta Road,1305.0,2.0,60.0,3
825,Bannerghatta Road,1215.0,2.0,68.0,2
826,Bannerghatta Road,1894.0,3.0,115.0,3
827,Bannerghatta Road,1655.0,2.0,62.89,3
828,Bannerghatta Road,1693.0,3.0,89.0,3
829,Bannerghatta Road,1280.0,2.0,60.16,2
830,Bannerghatta Road,3230.0,5.0,165.0,4
831,Bannerghatta Road,630.0,1.0,35.0,1
832,Bannerghatta Road,1365.0,3.0,76.18,3
833,Bannerghatta Road,1115.0,2.0,78.0,2
834,Bannerghatta Road,1532.5,3.0,79.465,3
835,Bannerghatta Road,1535.0,3.0,60.0,3
836,Bannerghatta Road,1655.0,3.0,90.0,3
837,Bannerghatta Road,1247.0,2.0,47.39,2
838,Bannerghatta Road,1237.5,2.0,49.49,2
839,Bannerghatta Road,1650.0,3.0,94.0,3
840,Bannerghatta Road,905.0,2.0,65.0,2
841,Bannerghatta Road,1000.0,2.0,50.0,2
842,Bannerghatta Road,2185.0,3.0,120.0,4
843,Bannerghatta Road,1012.0,2.0,45.0,2
844,Bannerghatta Road,1725.0,3.0,85.0,3
845,Bannerghatta Road,1460.0,2.0,80.0,3
846,Bannerghatta Road,1340.0,2.0,85.0,2
847,Bannerghatta Road,1711.0,3.0,125.0,3
848,Bannerghatta Road,1520.0,2.0,81.0,3
849,Bannerghatta Road,2826.0,3.0,148.0,3
850,Bannerghatta Road,1154.0,2.0,47.0,2
851,Bannerghatta Road,1000.0,2.0,44.5,2
852,Bannerghatta Road,1250.0,2.0,48.0,2
853,Bannerghatta Road,1640.0,3.0,105.0,3
854,Bannerghatta Road,1656.0,2.0,62.93,3
855,Bannerghatta Road,1012.0,2.0,44.0,2
856,Bannerghatta Road,1527.0,3.0,115.0,3
857,Bannerghatta Road,1660.0,3.0,85.0,3
858,Bannerghatta Road,1880.0,3.0,96.5,3
859,Bannerghatta Road,1550.0,3.0,96.0,3
860,Bannerghatta Road,1200.0,2.0,78.0,2
861,Bannerghatta Road,1885.0,3.0,125.0,3
862,Bannerghatta Road,1453.0,2.0,73.0,3
863,Bannerghatta Road,1450.0,2.0,78.0,3
864,Bannerghatta Road,700.0,1.0,31.2,1
865,Bannerghatta Road,1630.0,3.0,68.0,3
866,Bannerghatta Road,1400.0,3.0,69.0,3
867,Bannerghatta Road,905.0,2.0,58.0,2
868,Bannerghatta Road,1465.0,2.0,75.0,3
869,Bannerghatta Road,1920.0,3.0,122.0,3
870,Bannerghatta Road,2400.0,4.0,180.0,4
871,Bannerghatta Road,1660.0,3.0,80.0,3
872,Bannerghatta Road,1270.0,2.0,45.0,2
873,Bannerghatta Road,1520.0,2.0,80.0,3
874,Bannerghatta Road,1270.0,2.0,73.0,3
875,Bannerghatta Road,1846.0,3.0,120.0,3
876,Bannerghatta Road,3000.0,4.0,140.0,4
877,Bannerghatta Road,1122.5,2.0,61.74,2
878,Bannerghatta Road,1655.0,3.0,95.0,3
879,Bannerghatta Road,1206.0,2.0,53.0,2
880,Bannerghatta Road,1150.0,2.0,55.0,2
881,Bannerghatta Road,1215.0,2.0,65.0,2
882,Bannerghatta Road,1510.0,2.0,110.0,3
883,Bannerghatta Road,1022.0,2.0,35.0,2
884,Bannerghatta Road,1246.0,2.0,47.35,2
885,Bannerghatta Road,1470.0,2.0,85.0,3
886,Bannerghatta Road,1160.0,2.0,45.0,2
887,Bannerghatta Road,970.0,2.0,57.0,2
888,Bannerghatta Road,1527.0,3.0,142.0,3
889,Basavangudi,1500.0,2.0,143.0,3
890,Basavangudi,1850.0,3.0,168.0,3
891,Basavangudi,1036.0,2.0,105.0,2
892,Basavangudi,2600.0,4.0,260.0,4
893,Basavangudi,1600.0,2.0,160.0,3
894,Basavangudi,1560.0,2.0,145.0,2
895,Basavangudi,1825.0,3.0,175.0,3
896,Basavangudi,1800.0,3.0,195.0,3
897,Basavangudi,1100.0,2.0,93.0,2
898,Basavangudi,1542.14,3.0,120.0,3
899,Basavangudi,1050.0,2.0,103.0,2
900,Basavangudi,1350.0,2.0,130.0,3
901,Basavangudi,1485.0,3.0,140.0,3
902,Basavangudi,1180.0,2.0,124.0,2
903,Basavangudi,1600.0,3.0,130.0,3
904,Basavangudi,1200.0,2.0,120.0,2
905,Basavangudi,1850.0,3.0,150.0,3
906,Basavangudi,2453.0,3.0,250.0,4
907,Basavangudi,1650.0,3.0,125.0,3
908,Basaveshwara Nagar,4500.0,5.0,415.0,5
909,Basaveshwara Nagar,1865.0,3.0,145.0,3
910,Basaveshwara Nagar,1200.0,2.0,90.0,2
911,Basaveshwara Nagar,2400.0,4.0,310.0,5
912,Basaveshwara Nagar,1200.0,2.0,80.0,2
913,Basaveshwara Nagar,900.0,2.0,60.0,2
914,Basaveshwara Nagar,1900.0,3.0,150.0,3
915,Basaveshwara Nagar,1200.0,2.0,85.0,2
916,Basaveshwara Nagar,1200.0,2.0,70.0,2
917,Battarahalli,1200.0,2.0,65.0,2
918,Battarahalli,1779.0,3.0,89.61,3
919,Battarahalli,1300.0,2.0,50.0,2
920,Battarahalli,1945.0,3.0,97.42,3
921,Battarahalli,1777.0,3.0,100.0,3
922,Battarahalli,1135.0,2.0,43.0,2
923,Battarahalli,1276.0,2.0,45.0,2
924,Battarahalli,1880.0,3.0,94.36,3
925,Battarahalli,1071.0,2.0,62.0,2
926,Battarahalli,1165.0,2.0,43.0,2
927,Battarahalli,1636.0,2.0,82.89,2
928,Battarahalli,1779.0,3.0,90.0,3
929,Battarahalli,1516.0,3.0,65.0,3
930,Battarahalli,1090.0,2.0,38.37,2
931,Battarahalli,2082.0,3.0,104.0,3
932,Battarahalli,2024.0,3.0,103.0,3
933,Battarahalli,1097.0,2.0,49.0,2
934,Begur,1664.0,4.0,65.0,4
935,Begur,1419.0,2.0,59.0,3
936,Begur,1580.0,3.0,75.0,3
937,Begur,1559.0,3.0,63.0,3
938,Begur,1445.0,2.0,47.1,3
939,Begur,1475.0,2.0,74.0,3
940,Begur,3500.0,4.0,185.0,3
941,Begur,1100.0,2.0,55.0,2
942,Begur,1306.0,2.0,65.0,2
943,Begur,1304.0,3.0,65.0,3
944,Begur,1411.0,2.0,60.0,3
945,Begur,815.0,2.0,40.0,2
946,Begur,1443.0,2.0,70.0,3
947,Begur Road,1200.0,2.0,44.0,2
948,Begur Road,1200.0,2.0,46.8,2
949,Begur Road,1160.0,2.0,44.0,2
950,Begur Road,1584.0,3.0,65.0,3
951,Begur Road,1500.0,2.0,54.0,3
952,Begur Road,1615.0,3.0,59.76,3
953,Begur Road,1200.0,2.0,43.2,2
954,Begur Road,1160.0,2.0,44.08,2
955,Begur Road,1200.0,2.0,45.0,2
956,Begur Road,1615.0,3.0,60.0,3
957,Begur Road,1410.0,2.0,53.0,3
958,Begur Road,1200.0,2.0,37.8,2
959,Begur Road,1160.0,2.0,40.59,2
960,Begur Road,1260.0,2.0,46.62,2
961,Begur Road,1600.0,3.0,58.14,3
962,Begur Road,1410.0,2.0,44.42,3
963,Begur Road,1500.0,2.0,70.0,3
964,Begur Road,1160.0,2.0,42.0,2
965,Begur Road,1240.0,2.0,39.06,2
966,Begur Road,1500.0,2.0,55.0,3
967,Begur Road,1410.0,2.0,52.17,3
968,Begur Road,1615.0,3.0,58.0,3
969,Begur Road,1583.0,3.0,74.4,3
970,Begur Road,1170.0,2.0,46.0,2
971,Begur Road,1160.0,2.0,42.92,2
972,Begur Road,1410.0,2.0,50.06,3
973,Begur Road,1565.0,2.0,59.76,3
974,Begur Road,1400.0,2.0,50.06,3
975,Begur Road,1410.0,2.0,53.58,3
976,Begur Road,1200.0,2.0,42.6,2
977,Begur Road,1334.0,2.0,42.69,2
978,Begur Road,1565.0,2.0,57.91,3
979,Begur Road,1200.0,2.0,45.6,2
980,Begur Road,1215.0,2.0,43.13,2
981,Begur Road,1444.0,2.0,71.5,3
982,Begur Road,1160.0,2.0,36.54,2
983,Begur Road,1615.0,3.0,50.87,3
984,Begur Road,1200.0,2.0,44.4,2
985,Begur Road,1565.0,2.0,49.3,3
986,Begur Road,1260.0,2.0,39.69,2
987,Begur Road,2464.5,6.0,118.0,4
988,Begur Road,1410.0,2.0,49.34,3
989,Begur Road,952.0,2.0,42.0,2
990,Begur Road,1565.0,2.0,56.34,3
991,Begur Road,1565.0,2.0,56.0,3
992,Begur Road,1200.0,2.0,42.0,2
993,Begur Road,1240.0,2.0,45.88,2
994,Begur Road,1200.0,3.0,50.0,3
995,Begur Road,1500.0,2.0,47.25,3
996,Begur Road,1100.0,2.0,42.6,2
997,Begur Road,644.0,1.0,32.0,1
998,Begur Road,2500.0,6.0,122.5,4
999,Begur Road,1215.0,2.0,43.75,2
1000,Begur Road,1200.0,2.0,44.73,2
1001,Begur Road,1410.0,2.0,54.99,3
1002,Bellandur,1767.0,3.0,103.0,3
1003,Bellandur,1205.0,2.0,66.0,2
1004,Bellandur,1250.0,2.0,76.0,2
1005,Bellandur,1000.0,2.0,50.0,2
1006,Bellandur,1281.0,2.0,74.0,2
1007,Bellandur,921.0,2.0,40.0,2
1008,Bellandur,2025.0,4.0,109.0,4
1009,Bellandur,1490.0,2.0,98.0,3
1010,Bellandur,1398.0,3.0,68.0,3
1011,Bellandur,2039.0,3.0,168.0,3
1012,Bellandur,1605.0,3.0,85.0,3
1013,Bellandur,1692.0,3.0,88.0,3
1014,Bellandur,1220.0,2.0,60.0,2
1015,Bellandur,1299.0,2.0,82.0,2
1016,Bellandur,900.0,2.0,56.0,2
1017,Bellandur,1350.0,2.0,79.0,2
1018,Bellandur,1286.0,2.0,57.0,2
1019,Bellandur,3016.0,4.0,230.0,4
1020,Bellandur,1457.0,2.0,85.0,2
1021,Bellandur,1195.0,2.0,51.0,2
1022,Bellandur,1050.0,2.0,72.0,2
1023,Bellandur,3600.0,4.0,260.0,4
1024,Bellandur,1310.0,2.0,72.0,2
1025,Bellandur,924.0,2.0,35.11,2
1026,Bellandur,1785.0,3.0,118.0,3
1027,Bellandur,1051.0,2.0,60.0,2
1028,Bellandur,1450.0,3.0,68.0,3
1029,Bellandur,1060.0,2.0,65.0,2
1030,Bellandur,1100.0,2.0,62.0,2
1031,Bellandur,1550.0,2.0,59.0,2
1032,Bellandur,1400.0,2.0,44.81,3
1033,Bellandur,1685.0,3.0,100.0,3
1034,Bellandur,982.0,2.0,55.0,2
1035,Bellandur,981.0,2.0,37.28,2
1036,Bellandur,1205.0,2.0,59.0,2
1037,Bellandur,1063.0,2.0,58.0,2
1038,Bellandur,1201.0,2.0,59.99,2
1039,Bellandur,1325.0,2.0,65.0,2
1040,Bellandur,1281.0,2.0,87.0,2
1041,Bellandur,2000.0,3.0,85.0,3
1042,Bellandur,1200.0,2.0,52.0,2
1043,Bellandur,1785.0,3.0,120.0,3
1044,Bellandur,1088.0,2.0,48.0,2
1045,Bellandur,1310.0,2.0,85.0,2
1046,Bellandur,982.0,2.0,37.28,2
1047,Bellandur,1465.0,3.0,90.0,2
1048,Bellandur,1767.0,3.0,109.0,3
1049,Bellandur,3600.0,4.0,245.0,4
1050,Bellandur,1170.0,2.0,46.79,2
1051,Bellandur,1150.0,2.0,69.44,2
1052,Bellandur,1200.0,2.0,45.0,2
1053,Bellandur,1830.0,3.0,90.0,3
1054,Bellandur,1410.0,3.0,92.0,2
1055,Bellandur,950.0,2.0,35.0,2
1056,Bellandur,1015.0,2.0,60.0,2
1057,Bellandur,2500.0,4.0,112.0,3
1058,Bellandur,1685.0,3.0,101.0,3
1059,Bellandur,1735.0,3.0,105.0,3
1060,Bellandur,1685.0,3.0,115.0,3
1061,Bellandur,1846.0,3.0,135.0,3
1062,Bellandur,1049.0,2.0,51.0,2
1063,Bellandur,1350.0,2.0,63.0,3
1064,Bellandur,1211.0,2.0,63.0,2
1065,Bellandur,1717.0,3.0,110.0,3
1066,Bellandur,1420.0,3.0,62.0,3
1067,Bellandur,1185.0,2.0,47.39,2
1068,Bellandur,1200.0,2.0,62.0,2
1069,Bellandur,1767.0,3.0,89.0,3
1070,Bellandur,1830.0,3.0,89.0,3
1071,Bellandur,2400.0,3.0,115.0,3
1072,Bellandur,1251.0,2.0,47.0,2
1073,Bellandur,1665.0,3.0,85.0,3
1074,Bellandur,960.0,2.0,48.0,2
1075,Bellandur,1690.0,2.0,116.0,3
1076,Bellandur,950.0,1.0,40.0,1
1077,Bellandur,850.0,2.0,45.0,2
1078,Bellandur,1454.0,2.0,90.0,2
1079,Bellandur,1830.0,3.0,91.86,3
1080,Bellandur,1195.0,2.0,52.0,2
1081,Bellandur,1435.0,2.0,115.0,3
1082,Bellandur,1830.0,3.0,89.89,3
1083,Bellandur,1260.0,2.0,83.5,2
1084,Bellandur,1535.0,3.0,90.0,3
1085,Bellandur,1047.0,2.0,75.0,2
1086,Bellandur,1096.0,2.0,40.0,2
1087,Bellandur,1262.0,2.0,47.0,2
1088,Benson Town,3200.0,4.0,350.0,3
1089,Benson Town,4460.0,5.0,650.0,4
1090,Benson Town,2850.0,4.0,470.0,3
